numero_dpe;adresse_ban;numero_voie_ban;nom_rue_ban;nom_commune_ban;code_postal_ban;code_insee_ban;code_departement_ban;code_region_ban;identifiant_ban;statut_geocodage;adresse_brut;nom_commune_brut;code_postal_brut
2238N1448979V;9 Rue Gustave Flaubert 38100 Grenoble;9;Rue Gustave Flaubert;Grenoble;38100;38185;38;84;38185_3380_00009;adresse géocodée ban à l'adresse;9 Rue Gustave Flaubert;Grenoble;38100
2238N3118810C;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2238N2272305F;Chemin du Petit Lumbin 38660 Lumbin;;;Lumbin;38660;38214;38;84;38214_0240;adresse géocodée ban à l'adresse;du Petit Lumbin;LUMBIN;38660
2238N0243805Z;3 Place Stalingrad 38420 Domène;3;Place Stalingrad;Domène;38420;38150;38;84;38150_1000_00003;adresse non géocodée ban car aucune correspondance trouvée;3 place de Stalingrad;DOMENE;38420
2138N0633865G;Le Clos 38580 Allevard;;Le Clos;Allevard;38580;38006;38;84;38006_bs9puv;adresse non géocodée ban car aucune correspondance trouvée;Lotissement _Le Clos des Pervenches_;ALLEVARD;38580
2338N4178562V;2bis Rue Julian Grimau 38150 Roussillon;2bis;Rue Julian Grimau;Roussillon;38150;38344;38;84;38344_0630_00002_bis;adresse non géocodée ban car aucune correspondance trouvée;2 bis, Rue Julian Grimau;ROUSSILLON;38150
2235N1940156D;Voie Communale les Terrasses de l'Ecole 38510 Courtenay;;;Courtenay;38510;38135;38;84;38135_0360;adresse géocodée ban à l'adresse;Lotissement Communal de l'École - Lot n°36;SAULNIERES, France;35320
2338N0856200R;42 Rue Edouard Marion 38300 Bourgoin-Jallieu;42;Rue Edouard Marion;Bourgoin-Jallieu;38300;38053;38;84;38053_0330_00042;adresse non géocodée ban car aucune correspondance trouvée;42 Edouard Marion;Bourgoin-Jallieu;38300
2238N0519678M;Rue Capitaine Lanvin-Lespiau 38000 Grenoble;;Rue Capitaine Lanvin-Lespiau;Grenoble;38000;38185;38;84;38185_1263;adresse non géocodée ban car aucune correspondance trouvée;Rue Capitaine Lanvin-Lespiau;Grenoble;38000
2338N2911197A;Rue de la République 38670 Chasse-sur-Rhône;;Rue de la République;Chasse-sur-Rhône;38670;38087;38;84;38087_0447;adresse non géocodée ban car aucune correspondance trouvée;388, rue de la République;Chasse-sur-Rhône;38670
2238N2074974O;Chemin des Plantees 38780 Pont-Évêque;;Chemin des Plantees;Pont-Évêque;38780;38318;38;84;38318_0094;adresse non géocodée ban car aucune correspondance trouvée;Chemin des plantées Lotissement les Ecureuils N°3;PONT EVEQUE;38780
2238N1618821F;Crolles;;Zac Eco-quartier Secteur 2 Ilots 1A/1B;Crolles;38920;38140;38;84;38140;adresse géocodée ban à l'adresse;Eco quartier - secteur 2 - ilot 1a et 1b;Crolles;38920
2469N0481612R;Chemin de la Cholatière 38620 Saint-Geoire-en-Valdaine;;Chemin de la Cholatière;Saint-Geoire-en-Valdaine;38620;38386;38;84;38386_0240;adresse géocodée ban à l'adresse;chemin de la Cholatière;COLOMBIER-SAUGNIEU;69124
2138N0306951Q;10 Boulevard des Frères Desaire 38170 Seyssinet-Pariset;10;Boulevard des Frères Desaire;Seyssinet-Pariset;38170;38485;38;84;38485_0290_00010;adresse géocodée ban à l'adresse;Alp’Inn & Saf’Ari;;
;;;;;;;;;;;;;
2438N2152899T;Avenue du Granier 38240 Meylan;;Avenue du Granier;Meylan;38240;38229;38;84;38229_0383;adresse non géocodée ban car aucune correspondance trouvée;AVENUE DU GRANIER;MEYLAN;38240
2238N0541841X;Boulevard Jules Ferry 38190 Villard-Bonnot;;Boulevard Jules Ferry;Villard-Bonnot;38190;38547;38;84;38547_0310;adresse non géocodée ban car aucune correspondance trouvée;BD JULES FERRY;VILLARD BONNOT;38190
2238N1590309P;Cote de Merland 38890 Saint-Chef;;;Saint-Chef;38890;38374;38;84;38374_B046;adresse géocodée ban à l'adresse;Cote de Merland;SAINT-CHEF;38890
2138N0473953U;85bis Cours Liberation Gal de Gaulle 38100 Grenoble;85bis;Cours Liberation Gal de Gaulle;Grenoble;38100;38185;38;84;38185_4380_00085_bis;adresse non géocodée ban car aucune correspondance trouvée;Libre Cours;;
;;;;;;;;;;;;;
2438N0866131R;Impasse des Remparts 38300 Bourgoin-Jallieu;;Impasse des Remparts;Bourgoin-Jallieu;38300;38053;38;84;38053_0778;adresse non géocodée ban car aucune correspondance trouvée;3 Impasse des Remparts;Bourgoin-Jallieu;38300
2138N0592988B;Rue de Belledonne 38920 Crolles;;rue Marcel Reynaud, Zone grand triangle;Crolles;38920;38140;38;84;38140_0120;adresse géocodée ban à l'adresse;rue Marcel Reynaud, Zone grand triangle;Crolles;38920
2438N2221333V;Montee du Chene 38270 Moissieu-sur-Dolon;;Montee du Chene;Moissieu-sur-Dolon;38270;38240;38;84;38240_0150;adresse non géocodée ban car aucune correspondance trouvée;Montée du chêne;MOISSIEU-SUR-DOLON;38270
2338N1982142D;Chemin des Sétérées du Dessous 38240 Meylan;;Chemin des Sétérées du Dessous;Meylan;38240;38229;38;84;38229_0731;adresse non géocodée ban car aucune correspondance trouvée;Sétérées du dessous;MEYLAN;38240
2238N0002593P;Rue Victor Hugo 38540 Heyrieux;;;Heyrieux;38540;38189;38;84;38189_0800;adresse géocodée ban à l'adresse;Bat C;;
;;;;;;;;;;;;;
2238N1495579D;Avenue Charles de Gaulle 38800 Le Pont-de-Claix;;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800;38317;38;84;38317_0175;adresse géocodée ban à l'adresse;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800
2238N0978386C;Rue Aimé Bouchayer 38170 Seyssinet-Pariset;;Rue Aimé Bouchayer - Notre Dame des Iles;Seyssinet-Pariset;38170;38485;38;84;38485_0020;adresse géocodée ban à l'adresse;Rue Aimé Bouchayer - Notre Dame des Iles;Seyssinet-Pariset;38170
2438N1370043X;13 Rue de Nantes 38000 Grenoble;13;Rue de Nantes;Grenoble;38000;38185;38;84;38185_5240_00013;adresse non géocodée ban car aucune correspondance trouvée;13 de Nantes;GRENOBLE;38000
2338N4017969E;Route des Meuilles 38550 Cheyssieu;;Route des Meuilles;Cheyssieu;38550;38101;38;84;38101_0048;adresse non géocodée ban car aucune correspondance trouvée;ROUTE DES MEUILLES;CHEYSSIEU;38550
2238N0954492C;Route de Crémieu 38460 Trept;;Route de Crémieu;Trept;38460;38515;38;84;38515_0040;adresse non géocodée ban car aucune correspondance trouvée;Route de Crémieu;TREPT;38460
2138N0150628F;12 Rue Hector Berlioz 38420 Domène;12;Rue Hector Berlioz;Domène;38420;38150;38;84;38150_0460_00012;adresse géocodée ban à l'adresse;Hector Berlioz;DOMÈNE;38420
2238N0378114S;Crolles;;Rue Marcel Reynaud;Crolles;38920;38140;38;84;38140;adresse géocodée ban à l'adresse;Rue Marcel Reynaud;Crolles;38920
2238N0407720K;Rue des Sources 38920 Crolles;;Rue des Sources;Crolles;38920;38140;38;84;38140_0604;adresse non géocodée ban car aucune correspondance trouvée;RUE DES SOURCES;CROLLES;38920
2338N2192467O;15 Chemin du Chapitre 38100 Grenoble;15;Chemin du Chapitre;Grenoble;38100;38185;38;84;38185_1390_00015;adresse non géocodée ban car aucune correspondance trouvée;15 chemin du Chapitre;Grenoble;38100
2338N1032743U;Boulevard Michel Perret 38210 Tullins;;Boulevard Michel Perret;Tullins;38210;38517;38;84;38517_0405;adresse non géocodée ban car aucune correspondance trouvée;Michel Perret;TULLINS;38210
2138N0646727Y;Avenue Général de Gaulle 38450 Vif;;Avenue Général de Gaulle;Vif;38450;38545;38;84;38545_0143;adresse non géocodée ban car aucune correspondance trouvée;avenue Général de Gaulle;VIF;38450
2438N0383028U;Rue du Thevenet 38390 Bouvesse-Quirieu;;Rue du Thevenet;Bouvesse-Quirieu;38390;38054;38;84;38054_0800;adresse non géocodée ban car aucune correspondance trouvée;Rue du Thévenet;BOUVESSE-QUIRIEU;38390
2238N1642092G;Vaulnaveys-le-Bas;;;Vaulnaveys-le-Bas;38410;38528;38;84;38528;adresse non géocodée ban car aucune correspondance trouvée;Secteur coeur de bourg;Vaulnaveys le bas;38410
2238N2649040A;Rue Voltaire 38400 Saint-Martin-d'Hères;;;Saint-Martin-d'Hères;38400;38421;38;84;38421_1032;adresse géocodée ban à l'adresse;LA PLAINE VOLTAIRE;ST MARTIN D HERES;38400
2238N0772459V;Chemin Creux 38550 Sablons;;Chemin Creux;Sablons;38550;38349;38;84;38349_0085;adresse non géocodée ban car aucune correspondance trouvée;Chemin creux;SABLONS;38550
2438N0703482Y;Chemin des Touches 38840 Saint-Hilaire-du-Rosier;;Chemin des Touches;Saint-Hilaire-du-Rosier;38840;38394;38;84;38394_0970;adresse non géocodée ban car aucune correspondance trouvée;LES TOUCHES - LOTISSEMENT ALLEE DU STADE;SAINT HILAIRE DU ROSIER;38840
2238N1932646K;Rue Pierre Dalloz 38360 Sassenage;;Rue Pierre Dalloz;Sassenage;38360;38474;38;84;38474_0063;adresse non géocodée ban car aucune correspondance trouvée;PIERRE DALLOZ;SASSENAGE;38360
2338N3063183Q;1 Allée des Vignes 38120 Saint-Égrève;1;Allée des Vignes;Saint-Égrève;38120;38382;38;84;38382_0643_00001;adresse non géocodée ban car aucune correspondance trouvée;1 Allée des Vignes;SAINT-EGREVE;38120
2338N1707012F;Rue Marx Dormoy 38000 Grenoble;;Rue Marx Dormoy;Grenoble;38000;38185;38;84;38185_4904;adresse non géocodée ban car aucune correspondance trouvée;Marx Dormoy;GRENOBLE;38000
2338N0513902J;2 Rue du Muret 38320 Eybens;2;Rue du Muret;Eybens;38320;38158;38;84;38158_0180_00002;adresse géocodée ban à l'adresse;Résidence NEPTUNE;;
;;;;;;;;;;;;;
2338N1191244Z;Hlm le Repos 38540 Heyrieux;;Hlm le Repos;Heyrieux;38540;38189;38;84;38189_qncoh5;adresse géocodée ban à l'adresse;Rue du Repos;HEYRIEUX;38540
2238N1526550I;11 Allee du Docteur Pierre Berthier 38300 Bourgoin-Jallieu;11;Allee du Docteur Pierre Berthier;Bourgoin-Jallieu;38300;38053;38;84;38053_0061_00011;adresse non géocodée ban car aucune correspondance trouvée;11 DU DOCTEUR PIERRE BERTHIER;BOURGOIN-JALLIEU;38300
2438N0990241D;Rue des Marches 38500 Voiron;;Rue des Marches;Voiron;38500;38563;38;84;38563_0988;adresse non géocodée ban car aucune correspondance trouvée;12. 14 rue des Marchés;VOIRON;38500
2238N0901014G;20 Rue Monge 38100 Grenoble;20;Rue Monge;Grenoble;38100;38185;38;84;38185_5090_00020;adresse non géocodée ban car aucune correspondance trouvée;20 Rue Monge;GRENOBLE;38100
2238N0423368G;Avenue Charles de Gaulle 38800 Le Pont-de-Claix;;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800;38317;38;84;38317_0175;adresse géocodée ban à l'adresse;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800
2238N2448023P;Route des Grabillières 38690 Eydoche;;Route des Grabillières;Eydoche;38690;38159;38;84;38159_0075;adresse non géocodée ban car aucune correspondance trouvée;Route des Grabillières;EYDOCHE;38690
2238N1219473R;39 Avenue d'Echirolles 38320 Eybens;39;Avenue d'Echirolles;Eybens;38320;38158;38;84;38158_0078_00039;adresse non géocodée ban car aucune correspondance trouvée;39 Avenue d'Echirolles;EYBENS;38320
2238N0022830Y;28 Rue du Girondan 38460 Saint-Romain-de-Jalionas;28;Rue du Girondan;Saint-Romain-de-Jalionas;38460;38451;38;84;38451_0120_00028;adresse non géocodée ban car aucune correspondance trouvée;28 rue du Girondan;ST ROMAIN DE JALIONAS;38460
2238N1932735V;Rue Pierre Dalloz 38360 Sassenage;;Rue Pierre Dalloz;Sassenage;38360;38474;38;84;38474_0063;adresse non géocodée ban car aucune correspondance trouvée;PIERRE DALLOZ;SASSENAGE;38360
2238N0978379V;Rue Aimé Bouchayer 38170 Seyssinet-Pariset;;Rue Aimé Bouchayer - Notre Dame des Iles;Seyssinet-Pariset;38170;38485;38;84;38485_0020;adresse géocodée ban à l'adresse;Rue Aimé Bouchayer - Notre Dame des Iles;Seyssinet-Pariset;38170
2238N1086467B;Route des 7 Laux 38190 Les Adrets;;;Les Adrets;38190;38002;38;84;38002_0016;adresse géocodée ban à l'adresse;LES GRANGES DES 7 LAUX;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
2238N1182391L;Avenue Charles de Gaulle 38800 Le Pont-de-Claix;;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800;38317;38;84;38317_0175;adresse géocodée ban à l'adresse;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800
2438N3951519L;7 Impasse Edmond Abraham 38230 Pont-de-Chéruy;7;Impasse Edmond Abraham;Pont-de-Chéruy;38230;38316;38;84;38316_ob2j5a_00007;adresse géocodée ban à l'adresse;7 impasse Edmond Abraham;PONT-DE-CHÉRUY;38230
2138N0622632F;Rue du Bourg 38800 Champagnier;;Rue du Bourg;Champagnier;38800;38068;38;84;38068_0014;adresse non géocodée ban car aucune correspondance trouvée;Rue du 19 mars 1962;CHAMPAGNIER;38800
2238N2522506I;Chemin du Luminaire 38110 Saint-Victor-de-Cessieu;;Chemin du Luminaire;Saint-Victor-de-Cessieu;38110;38464;38;84;38464_0580;adresse non géocodée ban car aucune correspondance trouvée;Chemin du luminaire;SAINT-VICTOR-DE-CESSIEU;38110
2138N0266130P;286 Rue Alfred Buttin 38140 Rives;286;Rue Alfred Buttin;Rives;38140;38337;38;84;38337_0020_00286;adresse géocodée ban à l'adresse;LA GLACIERE ;;
;;;;;;;;;;;;;
2238N1018404G;Rue du 19 Mars 1962 38800 Le Pont-de-Claix;;Rue du 19 mars 1962;Le Pont-de-Claix;38800;38317;38;84;38317_0124;adresse géocodée ban à l'adresse;Rue du 19 mars 1962;Le Pont-de-Claix;38800
2238N0519671F;Rue Capitaine Lanvin-Lespiau 38000 Grenoble;;Rue Capitaine Lanvin-Lespiau;Grenoble;38000;38185;38;84;38185_1263;adresse non géocodée ban car aucune correspondance trouvée;Rue Capitaine Lanvin-Lespiau;Grenoble;38000
2138N0266092D;286 Rue Alfred Buttin 38140 Rives;286;Rue Alfred Buttin;Rives;38140;38337;38;84;38337_0020_00286;adresse géocodée ban à l'adresse;LA GLACIERE ;;
;;;;;;;;;;;;;
2438N0287440I;Route de Valencin 38540 Saint-Just-Chaleyssin;;Route de Valencin;Saint-Just-Chaleyssin;38540;38408;38;84;38408_1520;adresse non géocodée ban car aucune correspondance trouvée;Route de Valencin, Saint-Just-Chaleyssin;SAINT-JUST-CHALEYSSIN;38540
2238N3025149T;Rue Alfred Buttin 38140 Rives;;;Rives;38140;38337;38;84;38337_0020;adresse géocodée ban à l'adresse;Rue Alfred Buttin;RIVES;38140
2338N4529639U;Route des Combes 38150 Ville-sous-Anjou;;Route des Combes;Ville-sous-Anjou;38150;38556;38;84;38556_0104;adresse non géocodée ban car aucune correspondance trouvée;ROUTE DES COMBES;VILLE SOUS ANJOU;38150
2238N2305638G;Voie des Eglantines 38200 Jardin;;;Jardin;38200;38199;38;84;38199_0050;adresse géocodée ban à l'adresse;33 montée des Eglantines;JARDIN;38200
2338N0799202L;Avenue de la Falaise 38360 Sassenage;;Avenue de la Falaise;Sassenage;38360;38474;38;84;38474_0037;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Falaise;SASSENAGE;38360
2338N2911201E;Rue de la République 38670 Chasse-sur-Rhône;;Rue de la République;Chasse-sur-Rhône;38670;38087;38;84;38087_0447;adresse non géocodée ban car aucune correspondance trouvée;388, rue de la République;Chasse-sur-Rhône;38670
2238N0900911H;20 Rue Monge 38100 Grenoble;20;Rue Monge;Grenoble;38100;38185;38;84;38185_5090_00020;adresse non géocodée ban car aucune correspondance trouvée;20 Rue Monge;GRENOBLE;38100
2238N2822427T;Chemin du Neyroud 38500 Coublevie;;Chemin du Neyroud;Coublevie;38500;38133;38;84;38133_0039;adresse non géocodée ban car aucune correspondance trouvée;CHEMIN DU NEYROUD - n°2;COUBLEVIE;38500
2238N0900987F;20 Rue Monge 38100 Grenoble;20;Rue Monge;Grenoble;38100;38185;38;84;38185_5090_00020;adresse non géocodée ban car aucune correspondance trouvée;20 Rue Monge;GRENOBLE;38100
2338N4113475M;Cote des Vignes 38510 Sermérieu;;;Sermérieu;38510;38483;38;84;38483_B026;adresse non géocodée ban car aucune correspondance trouvée;LOTISSEMENT LE CLOS DES VIOLETTES;SERMERIEU;38510
2338N3676154L;4 Rue Lucie Et Paulette Roche 38120 Saint-Égrève;4;Rue Lucie Et Paulette Roche;Saint-Égrève;38120;38382;38;84;38382_0645_00004;adresse non géocodée ban car aucune correspondance trouvée;4 rue Lucie et Paulette Roche;SAINT-EGREVE;38120
2338N0441771C;Chemin de Combalon 38270 Beaurepaire;;Chemin de Combalon;Beaurepaire;38270;38034;38;84;38034_0277;adresse géocodée ban à l'adresse;Combalon;BEAUREPAIRE;38270
2138N0306942H;10 Boulevard des Frères Desaire 38170 Seyssinet-Pariset;10;Boulevard des Frères Desaire;Seyssinet-Pariset;38170;38485;38;84;38485_0290_00010;adresse géocodée ban à l'adresse;Alp’Inn & Saf’Ari;;
;;;;;;;;;;;;;
2138N0336405M;Rue des Rampeaux 38850 Chirens;;;Chirens;38850;38105;38;84;38105_1050;adresse géocodée ban à l'adresse;264 rue Martin Rey;;
;;;;;;;;;;;;;
2238N0533495X;Rue des Glières 38760 Varces-Allières-et-Risset;;Rue des Glières;Varces-Allières-et-Risset;38760;38524;38;84;38524_0060;adresse non géocodée ban car aucune correspondance trouvée;ZAC des Coins - La Giraudière;VARCES-ALLIERES-ET-RISSET;38760
2238N3112692U;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2138N0684010X;Chemin de l'Eglise 38220 Séchilienne;;Chemin de l'Eglise;Séchilienne;38220;38478;38;84;38478_0550;adresse non géocodée ban car aucune correspondance trouvée;Lieu-dit L'ile;SECHILIENNE;38220
2338N0729295S;Avenue de Claix 38180 Seyssins;;Avenue de Claix;Seyssins;38180;38486;38;84;38486_0350;adresse non géocodée ban car aucune correspondance trouvée;Avenue de Claix;Seyssins;38180
2438N1775551J;Impasse des Plantees 38150 Anjou;;Impasse des Plantees;Anjou;38150;38009;38;84;38009_0128;adresse géocodée ban à l'adresse;"Lotissement ""Le Domaine des Plantées""";ANJOU;38150
2238N0778382Q;Rue des Glières 38760 Varces-Allières-et-Risset;;Rue des Glières;Varces-Allières-et-Risset;38760;38524;38;84;38524_0060;adresse non géocodée ban car aucune correspondance trouvée;ZAC des Coins - La Giraudières;VARCES-ALLIERES-ET-RISSET;38760
2238N3227140Q;10 Rue du Côteau 38640 Claix;10;Rue du Côteau;Claix;38640;38111;38;84;38111_0760_00010;adresse non géocodée ban car aucune correspondance trouvée;10 Rue de Coteau;CLAIX;38640
2238N0500645L;Rue de l’Eyrard 38360 Noyarey;;Rue de l’Eyrard;Noyarey;38360;38281;38;84;38281_0031;adresse non géocodée ban car aucune correspondance trouvée;Rue de L'Eyard;NOYAREY;38360
2238N0965255B;Rue Aimé Requet 38000 Grenoble;;Rue Aimé Requet;Grenoble;38000;38185;38;84;38185_0167;adresse non géocodée ban car aucune correspondance trouvée;Rue Aimé REQUET - Le PENINSULA;Grenoble;38000
2338N1687552T;68 Avenue de la République 38130 Échirolles;68;Avenue de la République;Échirolles;38130;38151;38;84;38151_0550_00068;adresse non géocodée ban car aucune correspondance trouvée;68 Avenue de la République;ECHIROLLES;38130
2338N3202276J;Avenue de Verdun 38240 Meylan;;Avenue de Verdun;Meylan;38240;38229;38;84;38229_0790;adresse non géocodée ban car aucune correspondance trouvée;Avenue de Verdun;MEYLAN;38240
2438N2033281B;Lotissement Les Terrasses du Château 38530 Saint-Maximin;;Lotissement Les Terrasses du Château;Saint-Maximin;38530;38426;38;84;38426_jps7ai;adresse non géocodée ban car aucune correspondance trouvée;Lotissement '' Les Terrasses du château;Saint-Maximin;38530
2338N0479518X;146 impasse des oliviers 38300 Ruy-Montceau;146;impasse des oliviers;Ruy-Montceau;38300;38348;38;84;38348_0737_00146;adresse géocodée ban à l'adresse;146 Impasse des Oliviers;RUY MONTCEAU;38300
2338N1191254J;Hlm le Repos 38540 Heyrieux;;Hlm le Repos;Heyrieux;38540;38189;38;84;38189_qncoh5;adresse géocodée ban à l'adresse;Rue du Repos;HEYRIEUX;38540
2238N1642090E;Vaulnaveys-le-Bas;;;Vaulnaveys-le-Bas;38410;38528;38;84;38528;adresse non géocodée ban car aucune correspondance trouvée;Secteur coeur de bourg;Vaulnaveys le bas;38410
2238N0978268O;Rue Aimé Bouchayer 38170 Seyssinet-Pariset;;Rue Aimé Bouchayer - Notre Dame des Iles;Seyssinet-Pariset;38170;38485;38;84;38485_0020;adresse géocodée ban à l'adresse;Rue Aimé Bouchayer - Notre Dame des Iles;Seyssinet-Pariset;38170
2238N1087863T;Route des 7 Laux 38190 Les Adrets;;;Les Adrets;38190;38002;38;84;38002_0016;adresse géocodée ban à l'adresse;LES GRANGES DES 7 LAUX;;
